"Voter.ID","Permanent.Absentee","Registration.Date","Original.Registration.Date","Party","Precinct","Age","X6.22.2010","X11.2.2010","X9.13.2011","X11.8.2011","X6.26.2012","X11.6.2012","X8.13.2013","X11.5.2013","X6.24.2014","X11.4.2014","X8.11.2015","X11.3.2015","X6.28.2016","X11.8.2016","X8.15.2017","X11.7.2017","X6.26.2018","X11.6.2018","lon","lat","min.c.dist","Voted_X6.22.2010","Voted_X11.2.2010","Voted_X9.13.2011","Voted_X11.8.2011","Voted_X6.26.2012","Voted_X11.6.2012","Voted_X8.13.2013","Voted_X11.5.2013","Voted_X6.24.2014","Voted_X11.4.2014","Voted_X8.11.2015","Voted_X11.3.2015","Voted_X6.28.2016","Voted_X11.8.2016","Voted_X8.15.2017","Voted_X11.7.2017","Voted_X6.26.2018","Voted_X11.6.2018","X11.5.2019","Voted_X11.5.2019"
5519607,"","11/19/2009","7/28/2007","Republican","SR06",39,NA,NA,NA,"11/8/2011",NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,"11/8/2016","8/4/2017",NA,"6/22/2018","10/24/2018",-111.9302881,40.3960084,1016.94741436033,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,NA,0
5560006,"","11/19/2009","7/28/2007","Unaffiliated","SR06",38,NA,NA,NA,"11/8/2011",NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,"11/8/2016","8/4/2017",NA,NA,"10/24/2018",-111.9302881,40.3960084,1016.94741436033,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,"11/4/2019",1
6350789,"","11/2/2004","11/2/2004","Republican","SR06",42,NA,NA,NA,NA,NA,"11/6/2012",NA,"11/5/2013",NA,"11/4/2014",NA,"11/3/2015",NA,"11/8/2016",NA,NA,"6/27/2018","11/5/2018",-117.1671322,32.7540895,960584.05606144,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,NA,0
2173783,"","11/5/2018","11/5/2018","Republican","SR06",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.1671322,32.7540895,960584.05606144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6312555,"","6/8/2005","6/8/2005","Republican","SR06",48,NA,"11/2/2010","9/13/2011",NA,NA,"11/6/2012",NA,"11/5/2013",NA,"11/4/2014",NA,"11/3/2015",NA,"11/8/2016","8/1/2017",NA,"6/26/2018","11/9/2018",-117.1671322,32.7540895,960584.05606144,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,NA,0
6441351,"","1/2/2003","1/2/2003","Republican","SR06",45,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,"11/8/2016",NA,NA,NA,"10/25/2018",-111.9273276,40.3960935,1107.90597423661,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"11/5/2019",1
1755960,"","9/27/2018","11/17/2014","Constitution","SR06",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/2014",NA,NA,NA,"11/8/2016",NA,NA,NA,"10/25/2018",-111.9273276,40.3960935,1107.90597423661,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,NA,0
6480748,"","10/22/2004","10/22/2004","Republican","SR06",47,NA,NA,NA,NA,NA,"10/25/2012",NA,"11/5/2013",NA,"11/4/2014",NA,NA,NA,"10/27/2016",NA,"11/7/2017",NA,"10/25/2018",-111.9273276,40.3960935,1107.90597423661,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,"11/14/2019",1
2045068,"YES","11/5/2017","11/5/2017","Republican","SR06",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/25/2018",-111.9273276,40.3960935,1107.90597423661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"11/5/2019",1
3532081,"YES","11/19/2014","8/24/2005","Republican","SR06",68,NA,"10/29/2010",NA,NA,NA,NA,NA,NA,NA,"11/4/2014",NA,"10/19/2015","6/15/2016","10/31/2016","8/1/2017","10/31/2017","6/25/2018","10/25/2018",-111.924004,40.40076,940.868662328622,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,"10/23/2019",1
6396576,"","9/23/2011","1/5/2008","Republican","SR06",41,NA,NA,"9/13/2011","11/8/2011","6/26/2012","11/6/2012","8/13/2013","11/5/2013",NA,"11/4/2014","8/11/2015","10/22/2015","6/28/2016","11/8/2016","8/3/2017","10/31/2017","6/14/2018","11/2/2018",-111.9289373,40.3985926,799.305267135695,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"11/5/2019",1
6396578,"","5/19/2014","1/23/2008","Republican","SR06",44,NA,"11/2/2010","9/13/2011","11/8/2011","6/26/2012","11/6/2012",NA,"11/5/2013",NA,"11/4/2014","8/11/2015",NA,"6/28/2016","11/8/2016","8/3/2017","10/31/2017","6/14/2018","11/2/2018",-111.9289373,40.3985926,799.305267135695,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,"11/5/2019",1
2174064,"","12/14/2018","12/14/2018","Independent American","SR06",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.929962,40.3972121,899.453326570395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1738181,"","10/4/2017","8/27/2014","Unaffiliated","SR06",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,"11/9/2018",-111.9244194,40.3961874,1240.28491647003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
6183135,"YES","6/28/2016","10/10/2006","Republican","SR06",56,"6/22/2010","11/2/2010",NA,NA,NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,"11/4/2016",NA,NA,NA,"11/5/2018",-85.2524124,35.0479991,2409777.31652054,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,NA,0
4309151,"","7/2/2012","9/11/2001","Republican","SR06",35,NA,NA,NA,NA,"6/26/2012","11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,"6/28/2016","11/8/2016",NA,NA,"6/13/2018","11/9/2018",-111.9205131,40.3974442,1388.49326166426,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,NA,0
6528905,"YES","4/13/2012","7/29/2005","Republican","SR06",34,NA,NA,NA,NA,NA,"10/30/2012",NA,"11/5/2013",NA,"10/31/2014","8/10/2015",NA,NA,"11/2/2016","8/4/2017","10/31/2017","6/27/2018","11/7/2018",NA,NA,NA,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,NA,0
1863394,"","9/23/2016","8/14/2014","Unaffiliated","SR06",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6486061,"","7/2/2012","6/25/2004","Republican","SR06",41,NA,"11/2/2010","9/13/2011","11/8/2011","6/26/2012","11/6/2012",NA,NA,NA,NA,NA,NA,NA,"10/27/2016",NA,NA,NA,"10/29/2018",-111.9294963,40.3970769,928.19465079603,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,"11/5/2019",1
6430056,"","3/21/2016","10/25/2004","Republican","SR06",39,NA,"11/2/2010","9/13/2011","11/8/2011","6/26/2012","11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,"11/8/2016",NA,NA,NA,"10/29/2018",-111.9294963,40.3970769,928.19465079603,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,"11/5/2019",1
2080528,"","7/2/2018","7/2/2018","Republican","SR06",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/26/2018",NA,-77.6325319,43.1971462,2846638.14116514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0
1323734,"","10/4/2010","5/9/2008","Unaffiliated","SR06",30,NA,"11/2/2010",NA,NA,NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,0
1697291,"YES","6/15/2016","10/7/2013","Democratic","SR06",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.921649,40.4020626,1071.71034142553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6471776,"","5/31/2007","9/26/2000","Unaffiliated","SR06",46,NA,"11/2/2010","9/13/2011","11/8/2011",NA,"11/6/2012",NA,"11/5/2013",NA,NA,"8/11/2015","11/3/2015",NA,"11/8/2016","8/1/2017","11/7/2017",NA,"11/7/2018",NA,NA,NA,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,NA,0
3537549,"","8/16/2004","8/16/2004","Unaffiliated","SR06",44,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,"11/7/2017",NA,"11/7/2018",NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,NA,0
6231726,"YES","3/5/2018","10/27/1998","Republican","SR06",64,"6/22/2010","11/2/2010",NA,NA,NA,NA,NA,NA,NA,"11/4/2014",NA,NA,NA,NA,NA,NA,"6/26/2018","10/31/2018",-111.924004,40.40076,940.868662328622,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,0
3537585,"","5/3/2016","2/16/1998","Unaffiliated","SR06",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/29/2016",NA,NA,NA,NA,-111.924264,40.401368,890.806009349134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
5942778,"YES","11/28/2017","10/10/2004","Unaffiliated","SR06",37,NA,"11/2/2010",NA,NA,NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,"11/8/2016",NA,NA,NA,"11/1/2018",-111.924004,40.40076,940.868662328622,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,NA,0
3537762,"","5/3/2016","10/25/2004","Unaffiliated","SR06",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/29/2016",NA,NA,NA,NA,-111.924264,40.401368,890.806009349134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
6400709,"","10/15/2016","12/17/2002","Republican","SR06",38,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.92212,40.40117,1066.48361553187,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
6418515,"","8/4/2015","7/5/2001","Unaffiliated","SR06",36,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,"11/4/2016",NA,NA,NA,NA,-111.9245442,40.3967741,1183.90765268203,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,0
6438436,"","8/4/2015","8/3/2002","Republican","SR06",34,NA,NA,NA,"11/8/2011",NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,"6/28/2016",NA,NA,NA,NA,"10/23/2018",-111.9245442,40.3967741,1183.90765268203,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,NA,0
6427409,"","8/28/2003","8/28/2003","Republican","SR06",44,NA,"11/2/2010",NA,NA,NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9248385,40.3940539,1411.00275023274,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,0
6307501,"","7/28/2004","7/28/2004","Republican","SR06",47,NA,"11/2/2010",NA,NA,NA,NA,NA,NA,NA,"11/4/2014",NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9248385,40.3940539,1411.00275023274,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,0
1720689,"","4/13/2018","3/25/2013","Republican","SR06",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/2014",NA,NA,NA,"11/4/2016",NA,NA,NA,"11/8/2018",-111.928751,40.3913783,1547.01954555655,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,NA,0
1666372,"","9/28/2016","1/8/2013","Unaffiliated","SR06",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.928751,40.3913783,1547.01954555655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6234429,"","1/12/2007","12/2/2003","Republican","SR06",46,NA,"11/2/2010",NA,"11/8/2011","6/26/2012","11/6/2012",NA,NA,NA,"11/4/2014","8/11/2015","11/3/2015",NA,"11/8/2016",NA,NA,NA,"11/8/2018",-111.9253742,40.4000788,882.669469817268,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,NA,0
3539220,"YES","7/11/2017","3/7/1994","Unaffiliated","SR06",75,"6/8/2010","10/19/2010",NA,NA,"6/11/2012","10/17/2012","7/29/2013","10/22/2013",NA,"10/21/2014",NA,"10/15/2015","6/15/2016","10/25/2016",NA,NA,NA,"10/30/2018",-93.8840854,44.8858139,1557735.86876249,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,NA,0
1918693,"","10/1/2016","10/1/2016","Republican","SR06",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/2018",-111.9253742,40.4000788,882.669469817268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0
6241945,"","1/29/2007","11/12/2003","Republican","SR06",44,"6/22/2010","11/2/2010","9/13/2011","11/8/2011","6/26/2012","11/6/2012",NA,"11/5/2013",NA,"11/4/2014",NA,"11/3/2015","6/28/2016","11/8/2016",NA,NA,NA,"11/7/2018",-111.9253742,40.4000788,882.669469817268,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,NA,0
1918695,"","10/1/2016","10/1/2016","Republican","SR06",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,"11/7/2018",-111.9253742,40.4000788,882.669469817268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1390797,"","7/1/2016","10/6/2008","Unaffiliated","SR06",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9276332,40.3994591,786.838554565549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1554142,"","10/11/2016","3/13/2012","Constitution","SR06",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9276332,40.3994591,786.838554565549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1610478,"","9/2/2015","10/1/2012","Unaffiliated","SR06",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.923359,40.401184,969.145156740725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6455435,"","11/7/2016","4/8/2004","Democratic","SR06",56,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.923359,40.401184,969.145156740725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
2055240,"","3/14/2018","3/14/2018","Democratic","SR06",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9288908,40.3973111,926.111817723632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1797681,"","9/28/2015","9/28/2015","Republican","SR06",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.923359,40.401184,969.145156740725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6455436,"","8/16/2017","4/8/2004","Democratic","SR06",57,NA,NA,NA,"11/8/2011",NA,NA,NA,NA,NA,NA,NA,NA,"6/28/2016","11/8/2016","8/15/2017",NA,NA,"11/7/2018",-111.9288908,40.3973111,926.111817723632,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,NA,0
1800206,"","10/7/2015","10/7/2015","Republican","SR06",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.923158,40.401266,981.074992455176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
2044221,"YES","12/11/2018","12/20/2017","Unaffiliated","SR06",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/6/2018",-111.923907,40.3954159,1334.13160012763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0
2044220,"","10/31/2018","12/20/2017","Independent American","SR06",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.923907,40.3954159,1334.13160012763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
3543353,"","4/25/2008","10/4/2004","Unaffiliated","SR06",44,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016","8/11/2017","11/6/2017",NA,"11/7/2018",-111.9322443,40.3955438,1032.84354895415,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,NA,0
3543357,"","2/29/2008","10/4/2004","Republican","SR06",41,NA,NA,NA,NA,NA,"11/6/2012",NA,"11/5/2013",NA,NA,NA,NA,NA,"11/8/2016","8/11/2017","11/6/2017",NA,"11/7/2018",-111.9322443,40.3955438,1032.84354895415,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,NA,0
6447165,"","8/16/2017","10/14/2003","Republican","SR06",46,"6/22/2010","11/2/2010","9/13/2011","11/8/2011","6/26/2012","11/1/2012",NA,"11/5/2013",NA,"11/4/2014","8/11/2015","11/3/2015","6/28/2016","11/8/2016","8/15/2017",NA,NA,"11/8/2018",-96.3315588,30.6420062,1766320.60559744,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,NA,0
6410988,"YES","8/16/2017","10/14/2003","Republican","SR06",44,NA,"11/2/2010","9/13/2011","11/8/2011",NA,"11/6/2012",NA,"11/5/2013",NA,"11/4/2014",NA,NA,NA,"11/8/2016","8/15/2017",NA,NA,"11/8/2018",-96.3315588,30.6420062,1766320.60559744,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,NA,0
1876144,"","10/21/2018","5/24/2016","Unaffiliated","SR06",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.6384696,41.9119167,2037212.25634105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6084170,"","7/30/2018","3/2/2006","Republican","SR06",73,NA,NA,NA,"11/8/2011",NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,"11/3/2015",NA,"11/8/2016",NA,NA,"6/26/2018","11/8/2018",-87.6384696,41.9119167,2037212.25634105,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,NA,0
1296576,"","7/5/2018","1/7/2008","Republican","SR06",74,NA,NA,NA,"11/8/2011",NA,"11/6/2012",NA,NA,NA,"11/4/2014",NA,"11/3/2015",NA,"11/8/2016",NA,NA,"6/26/2018","11/8/2018",-87.6384696,41.9119167,2037212.25634105,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,NA,0
6220021,"","6/29/2018","10/30/1996","Republican","SR06",56,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,"11/3/2015",NA,"11/8/2016",NA,NA,"6/26/2018",NA,-111.9270277,40.3997693,797.383615679974,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,NA,0
1951035,"","10/28/2016","10/28/2016","Democratic","SR06",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9315806,40.3973176,848.302595200402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1357558,"","5/11/2017","9/26/2008","Unaffiliated","SR06",37,NA,"11/2/2010",NA,NA,NA,"10/26/2012",NA,NA,NA,NA,NA,NA,NA,"11/2/2016",NA,NA,NA,"11/6/2018",-111.9202682,40.3982739,1354.12780374023,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
826758,"","10/12/2016","10/16/2004","Unaffiliated","SR06",42,NA,"11/2/2010",NA,NA,NA,"10/26/2012",NA,NA,NA,NA,NA,NA,NA,"11/2/2016",NA,NA,NA,"11/6/2018",-111.9202682,40.3982739,1354.12780374023,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1746550,"","10/10/2016","10/7/2014","Unaffiliated","SR06",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/2014",NA,NA,NA,"10/31/2016",NA,NA,NA,"10/22/2018",-111.9203481,40.3977878,1378.03650176393,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,NA,0
1846794,"","10/10/2016","3/22/2016","Unaffiliated","SR06",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/31/2016",NA,NA,NA,"10/22/2018",-111.9203481,40.3977878,1378.03650176393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
1969524,"","10/28/2016","10/28/2016","Unaffiliated","SR06",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.928751,40.396162,1046.59437778289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
1797430,"","6/9/2016","9/25/2015","Republican","SR06",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,"11/9/2018",-111.9326519,40.3966681,904.844540376286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
3551539,"YES","10/19/2016","4/17/1997","Unaffiliated","SR06",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/2016",NA,NA,NA,NA,-111.928751,40.396162,1046.59437778289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1911821,"","9/26/2016","9/26/2016","Republican","SR06",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/26/2016","8/16/2017","11/7/2017",NA,"11/1/2018",-111.9275448,40.3966211,1047.92729545305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,NA,0
1872024,"","5/13/2016","5/13/2016","Republican","SR06",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9275448,40.3966211,1047.92729545305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6274270,"","10/12/2018","7/13/2002","Republican","SR06",47,NA,NA,NA,"11/8/2011","6/26/2012","11/6/2012",NA,"11/5/2013",NA,"11/4/2014",NA,"11/3/2015","6/28/2016","10/26/2016","8/16/2017","11/6/2017",NA,"10/25/2018",-111.9275448,40.3966211,1047.92729545305,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,"11/1/2019",1
6274254,"","7/13/2002","7/13/2002","Republican","SR06",45,NA,"11/2/2010",NA,"11/8/2011","6/26/2012","11/6/2012",NA,"11/5/2013",NA,NA,NA,"11/3/2015","6/28/2016","10/26/2016","8/15/2017","11/6/2017",NA,"10/25/2018",-111.9275448,40.3966211,1047.92729545305,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,"11/1/2019",1
1705883,"","11/1/2016","1/8/2014","Unaffiliated","SR06",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/4/2016",NA,NA,NA,NA,-111.9309867,40.3955279,1053.26670010177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1923458,"","10/6/2016","8/21/2014","Unaffiliated","SR06",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9309867,40.3955279,1053.26670010177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1734394,"","10/15/2016","8/4/2014","Unaffiliated","SR06",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9309867,40.3955279,1053.26670010177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
6295837,"","8/28/2016","4/20/2008","Unaffiliated","SR06",47,NA,"11/2/2010",NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/8/2016","8/10/2017",NA,NA,"11/7/2018",-111.92754,40.3954535,1161.93642005769,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,NA,0
1651465,"","10/22/2012","10/22/2012","Unaffiliated","SR06",31,NA,NA,NA,NA,NA,"11/6/2012",NA,NA,NA,NA,NA,NA,NA,"11/4/2016",NA,NA,NA,"11/5/2018",-111.9189262,40.3913497,1951.58097930392,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,0
3557883,"","12/14/2012","10/24/2003","Unaffiliated","SR06",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-75.3890136,39.9282841,3088704.34035626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
810733,"","10/21/2015","6/5/2003","Unaffiliated","SR06",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.9267715,40.3950177,1235.23745862586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
796399,"","9/28/2016","6/8/2001","Unaffiliated","SR06",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2016",NA,NA,NA,NA,-111.9267715,40.3950177,1235.23745862586,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
1561888,"","4/13/2012","11/10/2011","Unaffiliated","SR06",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.92284,40.400338,1050.10676350154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
6273378,"","10/10/2011","8/22/2005","Republican","SR06",58,NA,NA,NA,"11/8/2011",NA,NA,NA,"11/5/2013",NA,"11/4/2014",NA,"11/3/2015",NA,"11/8/2016",NA,NA,"6/13/2018","10/29/2018",-111.9324539,40.3917625,1448.90473848666,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,"10/23/2019",1
